time, Class, Hourly Wage, t1, t2, t3, t4, Remark, check
February 21, B18, 210, 1800, -1, -1, 2200, , -
February 22, ., 210, -1, -1, -1, -1, , -
February 23, C, 210, 1200, 1630, 1800, 2200, , -
February 24, ., 210, -1, -1, -1, -1, , -
February 25, B18, 210, 1800, -1, -1, 2200, , -
February 26, B18, 210, 1800, -1, -1, 2200, , -
February 27, ., 210, -1, -1, -1, -1, , -
February 28, ., 420, -1, -1, -1, -1, 和平紀念日, -
